"objectid","AGENCY","REGULATION","DAYS","HOURS","HRS_BEGIN","HRS_END","REGDETAILS","MODIFIED","EDITOR","RPPAREA1","RPPAREA2","RPPAREA3","FID_100","LENGTH_FT","CONFLICT","ENACTED","CREATED_US","CREATED_DA","LAST_EDITE","LAST_EDI_1","HRLIMIT","CREATED_USER","CREATED_DATE","LAST_EDITED_USER","LAST_EDITED_DATE","RPP_SYM","MTAB_DATE","MTAB_MOTION","MTAB_RESO_TEXT","SYM_RPP2","GLOBALID","EXCEPTIONS","FROM_TIME","TO_TIME","shape","data_as_of","analysis_neighborhood","supervisor_district","data_loaded_at"
"2634",,"Time limited","M-F","800-1800","800","1800",,,,"L",,,"7070","217","0",,,,,,"2",,,"MTA","2017-05-12 17:13:35-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.447375975 37.775757019, -122.446634983 37.775851245))","2017 May 12 05:13:35 PM","Lone Mountain/USF","1","2025 May 03 10:16:38 AM"
"3720",,"Time limited","M-F","900-1800","900","1800",,,,"N",,,"7546","103","0",,,,,,"2",,,"MTA","2017-05-12 17:12:59-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 900-1800",,"Yes. RPP holders are exempt from time limits.","9am","6pm","MULTILINESTRING ((-122.460367075 37.785399236, -122.460346623 37.785116365))","2017 May 12 05:12:59 PM","Inner Richmond","1","2025 May 03 10:16:38 AM"
"3751",,"Time limited","M-F","900-1800","900","1800",,"2014-12-30 16:00:00-08:00","Mark C. Dreger","N",,,"1754","594","0",,,,,,"2",,,"MTA","2017-05-12 17:13:24-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 900-1800",,"Yes. RPP holders are exempt from time limits.","9am","6pm","MULTILINESTRING ((-122.46848613 37.77877762, -122.468368148 37.777147986))","2017 May 12 05:13:24 PM","Inner Richmond","1","2025 May 03 10:16:38 AM"
"2417",,"Time limited","M-F","800-1800","800","1800",,,,"M",,,"7328","409","0",,,,,,"2",,,"MTA","2017-05-12 17:13:26-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.445325955 37.804388722, -122.443929628 37.804566413))","2017 May 12 05:13:26 PM","Marina","2","2025 May 03 10:16:38 AM"
"3164",,"Time limited","M-F","800-1800","800","1800",,,,"G",,,"5797","175","0",,,,,,"2",,,"MTA","2017-05-12 17:13:26-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.434648046 37.793259562, -122.434552059 37.792784559))","2017 May 12 05:13:26 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"2920",,"Time limited","M-F","800-1800","800","1800",,,,"G","K",,"5913","269","0",,,,,,"3",,,"MTA","2017-05-12 17:13:11-07:00","lapis lazuli, 2.5 pt, dash 3:1, interval 2",,,,"lapis lazuli, 2.5 pt, dash 3:1, interval 2 | 3, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.446366195 37.792711292, -122.446253512 37.791977622))","2017 May 12 05:13:11 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"2897",,"Time limited","M-F","800-1800","800","1800",,,,"M",,,"7305","139","0",,,,,,"2",,,"MTA","2017-05-12 17:13:36-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.441721653 37.802509783, -122.441798411 37.802886931))","2017 May 12 05:13:36 PM","Marina","2","2025 May 03 10:16:38 AM"
"3281",,"No oversized vehicles","M-Su","2400-600","2400","600","Oversized vehicles and trailers are those longer than 22 feet or taller than 7 feet",,,,,,,,,,,,,,,"TMINICUCCI","2017-11-20 11:54:59-08:00","JOELMANDELLA","2018-03-20 19:13:12-07:00",,"2017-10-17 17:00:00-07:00","16.140","– NO PARKING VEHICLES OVER 22 FEET LONG OR SEVEN FEET",,,,,,"MULTILINESTRING ((-122.433401257 37.803996068, -122.431997199 37.804174937))","2018 Mar 20 07:13:12 PM","Marina","2","2025 May 03 10:16:38 AM"
"7322",,"Time limited","M-F","800-1800","800","1800",,,,"M",,,"7213","464","0",,,,,,"2",,,"MTA","2017-05-12 17:13:13-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.433370825 37.802940119, -122.43178351 37.803142172))","2017 May 12 05:13:13 PM","Marina","2","2025 May 03 10:16:38 AM"
"3191",,"Time limited","M-F","800-1800","800","1800",,,,"P",,,"7975","265","0",,,,,,"2",,,"MTA","2017-05-12 17:12:58-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.44107021 37.780215732, -122.440924926 37.779497343))","2017 May 12 05:12:58 PM","Western Addition","2","2025 May 03 10:16:38 AM"
"7219",,"Time limited","M-F","800-1800","800","1800",,,,"M",,,"7288","190","0",,,,,,"2",,,"MTA","2017-05-12 17:13:23-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.441267306 37.801189818, -122.44109635 37.801217445, -122.440943491 37.801245413, -122.440816475 37.801271382, -122.440738856 37.801288219, -122.440665494 37.801305121, -122.440628596 37.801315153))","2017 May 12 05:13:23 PM","Marina","2","2025 May 03 10:16:38 AM"
"6306",,"Time limited","M-F","800-1800","800","1800",,,,"M",,,"7126","272","0",,,,,,"2",,,"MTA","2017-05-12 17:13:39-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.429957658 37.803428806, -122.429809357 37.802691074))","2017 May 12 05:13:39 PM","Marina","2","2025 May 03 10:16:38 AM"
"6273",,"Time limited","M-F","800-1800","800","1800",,,,"M",,,"7283","130","0",,,,,,"2",,,"MTA","2017-05-12 17:13:12-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.439656556 37.801009897, -122.439585154 37.800657299))","2017 May 12 05:13:12 PM","Marina","2","2025 May 03 10:16:38 AM"
"6112",,"Time limited","M-F","800-1800","800","1800",,,,"G","K",,"5844","404","0",,,,,,"2",,,"MTA","2017-05-12 17:13:37-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.42656805 37.795254464, -122.42518775 37.795430787))","2017 May 12 05:13:37 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"6589",,"Time limited","M-F","800-1800","800","1800",,,,"G",,,"5750","411","0",,,,,,"2",,,"MTA","2017-05-12 17:13:37-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.439006076 37.79004615, -122.437599971 37.790225041))","2017 May 12 05:13:37 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"6526",,"Time limited","M-F","800-1800","800","1800",,,,"P",,,"7998","385","0",,,,,,"2",,,"MTA","2017-05-12 17:13:24-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.446226083 37.779935922, -122.446234891 37.779905615, -122.446220333 37.77977292, -122.446190305 37.779567331, -122.44614311 37.779320567, -122.446032925 37.778893986))","2017 May 12 05:13:24 PM","Lone Mountain/USF","2","2025 May 03 10:16:38 AM"
"5437",,"Time limited","M-F","800-1800","800","1800",,,,"K",,,"6802","413","0",,,,,,"2",,,"MTA","2017-05-12 17:13:13-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.440487585 37.797354987, -122.439076561 37.797534793))","2017 May 12 05:13:13 PM","Marina","2","2025 May 03 10:16:38 AM"
"5781",,"Time limited","M-F","800-1800","800","1800",,,,"G","K",,"5911","397","0",,,,,,"3",,,"MTA","2017-05-12 17:13:28-07:00","lapis lazuli, 2.5 pt, dash 3:1, interval 2",,,,"lapis lazuli, 2.5 pt, dash 3:1, interval 2 | 3, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.446298413 37.792767687, -122.44494267 37.792939675))","2017 May 12 05:13:28 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
